source_protein_name	source_domain	source_uniprot	bp_protein_name	bp_uniprot	bp_domain	PDB
H3	H3	H3	MORC family CW-type zinc finger protein 3	q14149	NA	5svx
H3	H3	H3	MORC family CW-type zinc finger protein 3	q14149	NA	5svy
H3	H3	H3	MORC family CW-type zinc finger protein 3	q14149	zf-CW	4qq4
H3	H3	H3	MORC family CW-type zinc finger protein 3	q14149	zf-CW	5svx
H3	H3	H3	MORC family CW-type zinc finger protein 3	q14149	zf-CW	5svy
H3	H3	H3	Major tegument protein	q1hvj0	NA	5kdm
H3	H3	H3	Metal-response element-binding transcription factor 2	q9y483	NA	5xfr
H3	H3	H3	Metal-response element-binding transcription factor 2	q9y483	Tudor_2	5xfr
H3	H3	H3	N-terminal Xaa-Pro-Lys N-methyltransferase 1	q9bv86	Methyltransf_PK	5cvd
H3	H3	H3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	q9ntg7	SIRT1	5z93
H3	H3	H3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	q9ntg7	SIRT1	5z94
H3	H3	H3	NAD-dependent protein deacylase Sir2A	q8ie47	PTZ00409	3u31
H3	H3	H3	NAD-dependent protein deacylase Sir2A	q8ie47	PTZ00409	3u3d
H3	H3	H3	NAD-dependent protein deacylase sirtuin-5, mitochondrial	q9nxa8	NA	6ace
H3	H3	H3	NAD-dependent protein deacylase sirtuin-5, mitochondrial	q9nxa8	SIRT5_Af1_CobB	3rig
H3	H3	H3	NAD-dependent protein deacylase sirtuin-5, mitochondrial	q9nxa8	SIRT5_Af1_CobB	3riy
H3	H3	H3	NAD-dependent protein deacylase sirtuin-5, mitochondrial	q9nxa8	SIRT5_Af1_CobB	4f4u
H3	H3	H3	NAD-dependent protein deacylase sirtuin-5, mitochondrial	q9nxa8	SIRT5_Af1_CobB	4f56
H3	H3	H3	Nuclear autoantigen Sp-100	p23497	NA	5fb0
H3	H3	H3	Nuclear autoantigen Sp-100	p23497	NA	5fb1
H3	H3	H3	Nuclear autoantigen Sp-100	p23497	PHD_TIF1_like	5fb0
H3	H3	H3	Nuclear autoantigen Sp-100	p23497	PHD_TIF1_like	5fb1
H3	H3	H3	Nucleosome-remodeling factor subunit BPTF	q12830	NA	2fsa
H3	H3	H3	Nucleosome-remodeling factor subunit BPTF	q12830	PHD2_3_BPTF	2fsa
H3	H3	H3	Nucleosome-remodeling factor subunit BPTF	q12830	PHD2_3_BPTF	2ri7
H3	H3	H3	Nucleosome-remodeling factor subunit BPTF	q12830	PHD2_3_BPTF	6aze
H3	H3	H3	P0AEY0:#Maltose/maltodextrin-binding periplasmic protein#Q96H22:#Centromere protein N	p0aey0#q96h22	CENP-N	6buz
H3	H3	H3	PHD finger protein 1	o43189	NA	4hcz
H3	H3	H3	PHD finger protein 1	o43189	Tudor_2	4hcz
H3	H3	H3	PHD finger protein 1	q9z1b8	NA	5xfq
H3	H3	H3	PHD finger protein 1	q9z1b8	PHD1_PHF1	5xfq
H3	H3	H3	PHD finger protein 1	q9z1b8	Tudor_2	5xfq
H3	H3	H3	PHD finger protein 19	q5t6s3	NA	4bd3
H3	H3	H3	PHD finger protein 19	q5t6s3	Tudor_2	4bd3
H3	H3	H3	PHD finger protein 20	q9bvi0	NA	5tbn
H3	H3	H3	PHD finger protein 21A	q96bd5	NA	2puy
H3	H3	H3	PHD finger protein 21A	q96bd5	PHD_PHF21A	2puy
H3	H3	H3	PHD finger protein ALFIN-LIKE 1	q9fff5	NA	5y20
H3	H3	H3	Peregrin	p55201	BR140_related	2x4w
H3	H3	H3	Peregrin	p55201	BR140_related	2x4x
H3	H3	H3	Peregrin	p55201	BR140_related	2x4y
H3	H3	H3	Peregrin	p55201	BR140_related	3mo8
H3	H3	H3	Peregrin	p55201	Bromo_brd1_like	5ffv
H3	H3	H3	Polycomb Protein EED	g0s8h7	NA	5wfc
H3	H3	H3	Polycomb group protein Pc	p26017	CD_polycomb	1pdq
H3	H3	H3	Probable Histone-lysine N-methyltransferase ATXR5	b9ru15	NA	5va6
H3	H3	H3	Probable Histone-lysine N-methyltransferase ATXR5	b9ru15	NA	5vac
H3	H3	H3	Probable Histone-lysine N-methyltransferase ATXR5	b9ru15	SET_ATXR5_6-like	5va6
H3	H3	H3	Probable Histone-lysine N-methyltransferase ATXR5	b9ru15	SET_ATXR5_6-like	5vac
H3	H3	H3	Protein AF-10	p55197	NA	5dah
H3	H3	H3	Protein AF-10	p55197	PHD_AF10_AF17	5dah
H3	H3	H3	Protein AF-9	p42568	YEATS_AF-9_like	4tmp
H3	H3	H3	Protein AF-9	p42568	YEATS_AF-9_like	5hjb
H3	H3	H3	Protein AF-9	p42568	YEATS_AF-9_like	5hjd
H3	H3	H3	Protein AF-9	p42568	YEATS_AF-9_like	6mil
H3	H3	H3	Protein AF-9	p42568	YEATS_AF-9_like	6mim
H3	H3	H3	Protein AF-9 homolog	p53930	YEATS_Yaf9_like	6axj
H3	H3	H3	Protein ENL	q03111	YEATS_AF-9_like	5j9s
H3	H3	H3	Protein partner of snf, isoform A	q9vg78	NA	5wle
H3	H3	H3	Protein partner of snf, isoform A	q9vg78	PHD_PHF3_like	5wle
H3	H3	H3	Putative oxidoreductase GLYR1	q49a26	NA	4gur
H3	H3	H3	Putative oxidoreductase GLYR1	q49a26	NA	4gus
H3	H3	H3	Pygopus homolog 1	q9y3y4	PHD_PYGO1	2vpe
H3	H3	H3	Pygopus homolog 1	q9y3y4	PHD_PYGO1	2vpg
H3	H3	H3	Q86UU0:#B-cell CLL/lymphoma 9-like protein#Q9BRQ0:#Pygopus homolog 2	q86uu0#q9brq0	NA	4up0
H3	H3	H3	Q86UU0:#B-cell CLL/lymphoma 9-like protein#Q9BRQ0:#Pygopus homolog 2	q86uu0#q9brq0	PHD_PYGO2	4up0
H3	H3	H3	Rhino	q7jxa8	CD_Rhino	4u68
H3	H3	H3	SET domain-containing protein 3	p36124	NA	5tdr
H3	H3	H3	SET domain-containing protein 3	p36124	NA	5tdw
H3	H3	H3	Serine/threonine-protein kinase haspin	q8tf76	NA	4ouc
H3	H3	H3	Spindlin-1	q9y657	NA	4h75
H3	H3	H3	Spindlin-1	q9y657	NA	4mzf
H3	H3	H3	Spindlin-1	q9y657	NA	4mzg
H3	H3	H3	Spindlin-1	q9y657	NA	4mzh
H3	H3	H3	Spindlin-1	q9y657	Spin-Ssty	4h75
H3	H3	H3	Spindlin-1	q9y657	Spin-Ssty	4mzf
H3	H3	H3	Spindlin-1	q9y657	Spin-Ssty	4mzg
H3	H3	H3	Spindlin-1	q9y657	Spin-Ssty	4mzh
H3	H3	H3	Spindlin-4	q56a73	NA	4uy4
H3	H3	H3	Spindlin-4	q56a73	Spin-Ssty	4uy4
H3	H3	H3	Testis-specific chromodomain protein Y 1	q9y6f8	NA	6v41
H3	H3	H3	Tonsoku-like protein	q96ha7	NA	5ja4
H3	H3	H3	Transcription elongation factor 1 homolog	c4qz45	Elf1	6ir9
H3	H3	H3	Transcription elongation factor 1 homolog	c4qz45	Elf1	6j4w
H3	H3	H3	Transcription elongation factor 1 homolog	c4qz45	Elf1	6j4x
H3	H3	H3	Transcription elongation factor 1 homolog	c4qz45	Elf1	6j4y
H3	H3	H3	Transcription elongation factor 1 homolog	c4qz45	Elf1	6j51
H3	H3	H3	Transcription factor SOX-2	p48431	NA	6t7b
H3	H3	H3	Transcription initiation factor TFIID subunit 14	p35189	YEATS_Taf14_like	6min
H3	H3	H3	Transcription initiation factor TFIID subunit 14	p35189	YEATS_Taf14_like	6mio
H3	H3	H3	Transcription initiation factor TFIID subunit 14	p35189	YEATS_Taf14_like	6miq
H3	H3	H3	Transcription initiation factor TFIID subunit 3	q5vwg9	NA	5wxg
H3	H3	H3	Transcription initiation factor TFIID subunit 3	q5vwg9	NA	5wxh
H3	H3	H3	Transcription initiation factor TFIID subunit 3	q5vwg9	PHD_TAF3	5wxg
H3	H3	H3	Transcription initiation factor TFIID subunit 3	q5vwg9	PHD_TAF3	5wxh
H3	H3	H3	Transcription intermediary factor 1-alpha	o15164	Bromo_tif1_like	3o34
H3	H3	H3	Transcription intermediary factor 1-alpha	o15164	Bromo_tif1_like	3o35
H3	H3	H3	Transcription intermediary factor 1-alpha	o15164	NA	3o37
H3	H3	H3	Transcriptional regulator ATRX	p46100	ADDz_ATRX	2lbm
H3	H3	H3	Transcriptional regulator ATRX	p46100	ADDz_ATRX	3ql9
H3	H3	H3	Transcriptional regulator ATRX	p46100	ADDz_ATRX	3qla
H3	H3	H3	Transcriptional regulator ATRX	p46100	ADDz_ATRX	3qlc
H3	H3	H3	Transcriptional regulator ATRX	p46100	ADDz_ATRX	4w5a
H3	H3	H3	Transportin-1	q92973	NA	5j3v
H3	H3	H3	Tripartite motif-containing protein 66	o15016	NA	6ieu
H3	H3	H3	Ubiquitin	j3qs39	NA	6pzv
H3	H3	H3	Ubiquitin-40S ribosomal protein S27a	p62979	NA	5wvo
H3	H3	H3	Ubiquitin-40S ribosomal protein S27a	p62979	Ubl_ubiquitin	5wvo
H3	H3	H3	V(D)J recombination-activating protein 2	p21784	NA	2v83
H3	H3	H3	V(D)J recombination-activating protein 2	p21784	NA	2v89
H3	H3	H3	V(D)J recombination-activating protein 2	p21784	RAG2_PHD	2v83
H3	H3	H3	V(D)J recombination-activating protein 2	p21784	RAG2_PHD	2v85
H3	H3	H3	V(D)J recombination-activating protein 2	p21784	RAG2_PHD	2v88
H3	H3	H3	V(D)J recombination-activating protein 2	p21784	RAG2_PHD	2v89
H3	H3	H3	WD repeat-containing protein 5	p61964	NA	6oi3
H3	H3	H3	WD repeat-containing protein 5	p61964	WD40	2cnx
H3	H3	H3	WD repeat-containing protein 5	p61964	WD40	2co0
H3	H3	H3	WD repeat-containing protein 5	p61964	WD40	4a7j
H3	H3	H3	YEATS domain-containing protein 2	q9ulm3	YEATS_YEATS2_like	5iql
H3	H3	H3	YEATS domain-containing protein 2	q9ulm3	YEATS_YEATS2_like	5xnv
H3	H3	H3	YEATS domain-containing protein 4	o95619	YEATS_GAS41_like	5xtz
H3	H3	H3	ZZ-type zinc finger-containing protein 3	q8iyh5	NA	6e83
H3	H3	H3	ZZ-type zinc finger-containing protein 3	q8iyh5	NA	6e86
H3	H3	H3	Zinc finger CW-type PWWP domain protein 1	q9h0m4	NA	2rr4
H3	H3	H3	Zinc finger CW-type PWWP domain protein 1	q9h0m4	zf-CW	2rr4
H3	H3	H3	Zinc finger CW-type PWWP domain protein 2	q504y3	NA	4o62
H3	H3	H3	Zinc finger CW-type PWWP domain protein 2	q504y3	zf-CW	4o62
H3	H3	H3	Zinc finger MYND domain-containing protein 11	q8r5c8	BS69_related	4n4h
H3	H3	H3	Zinc finger MYND domain-containing protein 11	q8r5c8	BS69_related	4n4i
H3	H3	H3	Zinc finger MYND domain-containing protein 11	q8r5c8	Bromo_ZMYND11	4n4h
H3	H3	H3	Zinc finger MYND domain-containing protein 11	q8r5c8	Bromo_ZMYND11	4n4i
H3	H3	H3	Zinc finger MYND domain-containing protein 11	q8r5c8	NA	4n4h
H3	H3	H3	Zinc finger MYND domain-containing protein 11	q8r5c8	NA	4n4i
H3	H3	H3	Zinc finger protein DPF3	q92784	NA	2kwj
H3	H3	H3	Zinc finger protein DPF3	q92784	NA	2kwk
H3	H3	H3	Zinc finger protein DPF3	q92784	PHD1_DPF3	5szb
H3	H3	H3	Zinc finger protein DPF3	q92784	PHD1_DPF3	5szc
H3	H3	H3	Zinc finger protein DPF3	q92784	PHD2_d4	2kwj
H3	H3	H3	Zinc finger protein DPF3	q92784	PHD2_d4	2kwk
H3	H3	H3	Zinc finger protein DPF3	q92784	PHD2_d4	5szb
H3	H3	H3	Zinc finger protein DPF3	q92784	PHD2_d4	5szc
H3	H3	H3	null#null	g0ryc6#g0sdw4	EZH2_N	5kjh
H3	H3	H3	putative polycomb protein EED	g0s8h7	NA	5m5g
H3	H3	H3	putative polycomb protein Eed	g0s8h7	NA	5kjh
H3	H3	H3	putative polycomb protein Eed	g0s8h7	NA	5kkl
H4	H4	H4	1A9D7 L chain		NA	5ye4
H4	H4	H4	1A9D7 VH CH1 chain		IgV_H	5ye4
H4	H4	H4	1A9D7 VH CH1 chain		NA	5ye4
H4	H4	H4	2A7D9 L chain		NA	5ye3
H4	H4	H4	2A7D9 VH CH1 chain		IgV_H	5ye3
H4	H4	H4	2A7D9 VH CH1 chain		NA	5ye3
H4	H4	H4	ATPase family AAA domain-containing protein 2	q6pl18	Bromo_AAA	4qut
H4	H4	H4	ATPase family AAA domain-containing protein 2	q6pl18	Bromo_AAA	4quu
H4	H4	H4	ATPase family AAA domain-containing protein 2	q6pl18	Bromo_AAA	4tt2
H4	H4	H4	Actin related protein 5	g0s589	NA	6fml
H4	H4	H4	Bromodomain protein, putative	q8ik82	NA	5vs7
H4	H4	H4	Bromodomain-containing protein 4	o60885	Bromo_Brdt_I_like	3uvw
H4	H4	H4	Bromodomain-containing protein 4	o60885	Bromo_Brdt_I_like	3uvx
H4	H4	H4	Bromodomain-containing protein 4	o60885	Bromo_Brdt_I_like	3uvy
H4	H4	H4	Bromodomain-containing protein 4	o60885	Bromo_Brdt_I_like	3uw9
H4	H4	H4	Bromodomain-containing protein 9	q9h8m2	NA	4yy6
H4	H4	H4	Bromodomain-containing protein 9	q9h8m2	NA	4yyd
H4	H4	H4	Bromodomain-containing protein 9	q9h8m2	NA	4yyg
H4	H4	H4	Bromodomain-containing protein 9	q9h8m2	NA	4yyh
H4	H4	H4	Bromodomain-containing protein 9	q9h8m2	NA	4yyi
H4	H4	H4	Bromodomain-containing protein 9	q9h8m2	NA	4yyj
H4	H4	H4	Bromodomain-containing protein 9	q9h8m2	NA	4yyk
H4	H4	H4	CREB-binding protein	q92793	Bromo_cbp_like	4n3w
H4	H4	H4	CREB-binding protein	q92793	Bromo_cbp_like	4n4f
H4	H4	H4	Centromere protein C	q03188	NA	6muo
H4	H4	H4	Centromere protein C	q03188	NA	6mup
H4	H4	H4	Centromere protein C	q03188	NA	6se6
H4	H4	H4	Centromere protein C	q03188	NA	6see
H4	H4	H4	Centromere protein C	q03188	NA	6sef
H4	H4	H4	Centromere protein N	q96h22	CENP-N	6c0w
H4	H4	H4	Centromere protein N	q96h22	NA	6muo
H4	H4	H4	Centromere protein N	q96h22	NA	6mup
H4	H4	H4	DNA replication licensing factor MCM2	p49736	NA	5bnv
H4	H4	H4	DNA replication licensing factor MCM2	p49736	NA	5bnx
H4	H4	H4	DNA replication licensing factor MCM2	p49736	NA	5bo0
H4	H4	H4	DNA replication licensing factor MCM2	p49736	NA	5c3i
H4	H4	H4	DNA replication licensing factor MCM2	p49736	NA	5ja4
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	4h9n
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	4h9o
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	4h9p
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	4h9q
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	4h9r
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	4h9s
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	4hga
H4	H4	H4	Death domain-associated protein 6	q9uer7	DAXX_histone_binding	5kdm
H4	H4	H4	FACT complex subunit SPT16	q9y5b9	NA	4z2m
H4	H4	H4	FACT complex subunit SPT16	q9y5b9	NA	6upl
H4	H4	H4	FACT complex subunit SSRP1	q08945	NA	6upk
H4	H4	H4	Histone acetyltransferase type B catalytic subunit	o14929	NA	6vo5
H4	H4	H4	Histone chaperone ASF1A	q9y294	ASF1_hist_chap	5c3i
H4	H4	H4	Histone chaperone ASF1B	q9nvp2	ASF1_hist_chap	5bnx
H4	H4	H4	Histone chaperone ASF1B	q9nvp2	ASF1_hist_chap	5bo0
H4	H4	H4	Histone deacetylase	f8w4b7	HDAC6-dom2	5efn
H4	H4	H4	Histone-binding protein RBBP7	q16576	CAF1C_H4-bd	3cfs
H4	H4	H4	Histone-binding protein RBBP7	q16576	CAF1C_H4-bd	3cfv
H4	H4	H4	Histone-binding protein RBBP7	q16576	NA	3cfs
H4	H4	H4	Histone-binding protein RBBP7	q16576	NA	3cfv
H4	H4	H4	Histone-lysine N-methyltransferase 2C	q8nez4	NA	6mlc
H4	H4	H4	Histone-lysine N-methyltransferase 2D	o14686	NA	6o7g
H4	H4	H4	Holliday junction recognition protein	q8ncd3	NA	3r45
H4	H4	H4	Lethal(3)malignant brain tumor-like protein 1	q9y468	MBT	2rje
H4	H4	H4	Lethal(3)malignant brain tumor-like protein 1	q9y468	NA	2rje
H4	H4	H4	Lysine-specific demethylase 4A	o75164	JmjC	5fwe
H4	H4	H4	Lysine-specific demethylase 4A	o75164	NA	2qqs
H4	H4	H4	Lysine-specific demethylase 4A	o75164	NA	5fwe
H4	H4	H4	Lysine-specific demethylase 4A	o75164	Tudor_2	2qqs
H4	H4	H4	Major tegument protein	q1hvj0	NA	5kdm
H4	H4	H4	Methyltransferase N6AMT1	q9y5n5	NA	6h1e
H4	H4	H4	N-alpha-acetyltransferase 40	q86uy6	Acetyltransf_1	4u9w
H4	H4	H4	N-alpha-acetyltransferase 40	q86uy6	NA	4u9w
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	NA	1zkk
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	NA	3f9w
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	NA	3f9x
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	NA	3f9y
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	NA	3f9z
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	NA	5teg
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	SET_SETD8	1zkk
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	SET_SETD8	3f9w
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	SET_SETD8	3f9x
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	SET_SETD8	3f9y
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	SET_SETD8	3f9z
H4	H4	H4	N-lysine methyltransferase KMT5A	q9nqr1	SET_SETD8	5teg
H4	H4	H4	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	q9ntg7	SIRT1	5zgc
H4	H4	H4	NAD-dependent protein deacylase	p75960	NA	6rxs
H4	H4	H4	NAD-dependent protein deacylase sirtuin-5, mitochondrial	q9nxa8	NA	6acp
H4	H4	H4	Peregrin	p55201	Bromo_brd1_like	2rs9
H4	H4	H4	Peregrin	p55201	Bromo_brd1_like	4qyd
H4	H4	H4	Peregrin	p55201	Bromo_brd1_like	5ffw
H4	H4	H4	Polycomb protein EED	o75530	NA	3ij1
H4	H4	H4	Polycomb protein EED	o75530	NA	3jpx
H4	H4	H4	Protein arginine N-methyltransferase 5	o14744	PRMT5	4gqb
H4	H4	H4	Protein arginine N-methyltransferase 5	o14744	PRMT5	5fa5
H4	H4	H4	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	4gqb
H4	H4	H4	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5fa5
H4	H4	H4	Protein arginine N-methyltransferase 7	q582g4	NA	4m38
H4	H4	H4	Spindlin-1	q9y657	NA	5y5w
H4	H4	H4	Spindlin-1	q9y657	Spin-Ssty	5y5w
H4	H4	H4	TP53-binding protein 1	q12888	NA	2ig0
H4	H4	H4	TP53-binding protein 1	q12888	NA	2lvm
H4	H4	H4	Tonsoku-like protein	q96ha7	Ank_2	5ja4
H4	H4	H4	Tonsoku-like protein	q96ha7	NA	5ja4
H4	H4	H4	Transcription elongation factor 1 homolog	c4qz45	Elf1	6ir9
H4	H4	H4	Transcription elongation factor 1 homolog	c4qz45	Elf1	6j4x
H4	H4	H4	Transcription initiation factor TFIID subunit 1	p21675	Bromo_TFIID	4yym
H4	H4	H4	Transcription initiation factor TFIID subunit 1	p21675	Bromo_TFIID	4yyn
H4	H4	H4	Transcription intermediary factor 1-alpha	o15164	Bromo_tif1_like	3o36
H4	H4	H4	Zinc finger protein DPF3	q92784	NA	2kwn
H4	H4	H4	Zinc finger protein DPF3	q92784	NA	2kwo
H4	H4	H4	Zinc finger protein DPF3	q92784	PHD2_d4	2kwn
H4	H4	H4	Zinc finger protein DPF3	q92784	PHD2_d4	2kwo
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	Beta-2-microglobulin	p61769	IgC_beta2m	3kyn
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	Beta-2-microglobulin	p61769	IgC_beta2m	3kyo
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	Beta-2-microglobulin	p61769	NA	3kyn
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	Beta-2-microglobulin	p61769	NA	3kyo
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	HLA class I histocompatibility antigen, alpha chain E	p13747	MHC_I	3bze
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	HLA class I histocompatibility antigen, alpha chain E	p13747	MHC_I	3cdg
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	HLA class I histocompatibility antigen, alpha chain E	p13747	MHC_I	3cii
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	KGPPAALTL peptide		NA	3kyn
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	KLPAQFYIL peptide		NA	3kyo
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	NKG2-A/NKG2-B type II integral membrane protein	p26715	CLECT_NK_receptors_like	3cdg
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	NKG2-A/NKG2-B type II integral membrane protein	p26715	CLECT_NK_receptors_like	3cii
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	Natural killer cells antigen CD94	q13241	CLECT_NK_receptors_like	3cdg
HLA class I histocompatibility antigen, alpha chain G	MHC_I	p17693	Natural killer cells antigen CD94	q13241	CLECT_NK_receptors_like	3cii
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	Beta-2-microglobulin	p61769	IgC_beta2m	3kyn
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	Beta-2-microglobulin	p61769	IgC_beta2m	3kyo
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	Beta-2-microglobulin	p61769	NA	3kyn
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	Beta-2-microglobulin	p61769	NA	3kyo
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	HLA class I histocompatibility antigen, alpha chain E	p13747	MHC_I	3bze
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	HLA class I histocompatibility antigen, alpha chain E	p13747	MHC_I	3cdg
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	HLA class I histocompatibility antigen, alpha chain E	p13747	MHC_I	3cii
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	KGPPAALTL peptide		NA	3kyn
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	KLPAQFYIL peptide		NA	3kyo
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	NKG2-A/NKG2-B type II integral membrane protein	p26715	CLECT_NK_receptors_like	3cdg
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	NKG2-A/NKG2-B type II integral membrane protein	p26715	CLECT_NK_receptors_like	3cii
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	Natural killer cells antigen CD94	q13241	CLECT_NK_receptors_like	3cdg
HLA class I histocompatibility antigen, alpha chain G	NA	p17693	Natural killer cells antigen CD94	q13241	CLECT_NK_receptors_like	3cii
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Aggrecan core protein	p16112	NA	4md4
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Alpha-enolase	p06733	NA	5jlz
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Alpha-enolase	p06733	NA	5lax
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Alpha-enolase	p06733	NA	5ni9
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Alpha-enolase	p06733	NA	5nig
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Ani2.3 TCR A chain	l7mtk9	IgV_TCR_alpha	4h1l
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Ani2.3 TCR B chain	l7mtl0	IgV_TCR_beta	4h1l
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Cathelicidin antimicrobial peptide	p49913	NA	6biv
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Cathelicidin antimicrobial peptide	p49913	NA	6bix
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Collagen alpha-1(II) chain	p02458	NA	2fse
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Collagen alpha-1(II) chain	p02458	NA	2seb
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Collagen alpha-1(II) chain	p02458	NA	6bin
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Collagen alpha-1(II) chain	p02458	NA	6nix
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	DIPEPTIDE MIMETIC INHIBITOR		NA	1d5x
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	DNA polymerase catalytic subunit	p03198	NA	1h15
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	ENDOGENOUS PEPTIDE MODEL, POLY-ALA		NA	1seb
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Elongation factor 1-alpha 2	q05639	NA	3c5j
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type A	p0a0l2	NA	1lo5
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type B	p01552	NA	1d5m
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type B	p01552	NA	1d5x
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type B	p01552	NA	1d5z
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type B	p01552	NA	1d6e
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type B	p01552	NA	1seb
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type B	p01552	NA	2seb
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type B	p01552	NA	4c56
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type C-3	p0a0l3	NA	1pyw
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type C-3	p0a0l5	NA	1jwm
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type C-3	p0a0l5	NA	1jws
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type C-3	p0a0l5	NA	1jwu
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type C-3	p0a0l5	NA	1klg
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type C-3	p0a0l5	NA	1klu
HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	p01903	Enterotoxin type C-3	p0a0l5	NA	1sje
